Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x )
Amanda Lee,amandaeliselee,4336354,2016-07-05 12:28:22 EDT,2016-07-05,12:28:22,Video,"68,315",67642,673,1101465,https://www.instagram.com/p/BHfIsAsDnJD/,https://www.instagram.com/p/BHfIsAsDnJD/,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/13534089_129834784113160_232823695_n.jpg?ig_cache_key=MTI4Nzc4NjIyNzIxOTQ2MDY3NQ%3D%3D.2,,"@womensbest slim body shake + this medicine ball ab workout for a flatter tummy! Independence Day sale is going on now🇺🇸 use code AMANDA10 for extra 10% off! #womensbest 💕 
Jumping jack plank 30 secs, medicine ball twist 30 reps, ball step plank 30 secs. Repeat 3xs",,,,1.03
Amanda Lee,amandaeliselee,4304454,2016-07-03 15:00:21 EDT,2016-07-03,15:00:21,Photo,"259,086",252638,6448,0,https://www.instagram.com/p/BHaQfZ7DBUJ/,https://www.instagram.com/p/BHaQfZ7DBUJ/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13534551_1059537947466072_23317896_n.jpg?_nc_cat=107&_nc_ohc=WCWJPi2oLhwAX_1nzI0&_nc_ht=scontent.xx&oh=57f414f668d2b682d6a45f7700759806&oe=5E75EE7B,,Where are you from? 🌎🤔 I am Canadian and Italian 🇨🇦🇮🇹 but I grew up in LA🌴,,,,1.13
Amanda Lee,amandaeliselee,4257755,2016-06-30 18:41:54 EDT,2016-06-30,18:41:54,Photo,"201,995",199787,2208,0,https://www.instagram.com/p/BHS7ddDDc07/,https://www.instagram.com/p/BHS7ddDDc07/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13561523_612067408955377_85003754_n.jpg?_nc_cat=108&_nc_ohc=ejTSPdbhVkgAX-hMRVR&_nc_ht=scontent.xx&oh=f9ae2a8458a626312444d59bee033a8a&oe=5E8ACC14,,Waves don't die 🌊🌊,,,,-1.13
Amanda Lee,amandaeliselee,4114484,2016-06-22 15:02:33 EDT,2016-06-22,15:02:33,Photo,"182,652",180349,2303,0,https://www.instagram.com/p/BG97_3FJ8Qy/,https://www.instagram.com/p/BG97_3FJ8Qy/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13392845_1253474684662981_1201348005_n.jpg?_nc_cat=111&_nc_ohc=m3CkvyrgqD4AX_eVOZu&_nc_ht=scontent.xx&oh=47fa4ab80fa6bb8d4959f59d8200dde0&oe=5E8B3144,,"I just want to feel liberated ✨
📷: @dreamstatelive
💄: @facesbyrob",,,,-1.25
Amanda Lee,amandaeliselee,3854597,2016-06-03 18:25:27 EDT,2016-06-03,18:25:27,Photo,"119,074",118146,928,0,https://www.instagram.com/p/BGNYHU0p8c-/,https://www.instagram.com/p/BGNYHU0p8c-/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13285421_250426705334554_93246755_n.jpg?_nc_cat=105&_nc_ohc=g_HVBZT0OH4AX9Sj2zv&_nc_ht=scontent.xx&oh=fdb898be154eebe5633b633c96e35ecf&oe=5E76E45E,,"Woke up and felt the vibe💫
📷: @dreamstatelive
💄: @facesbyrob",,,,-1.92
Amanda Lee,amandaeliselee,3689691,2016-05-19 22:11:39 EDT,2016-05-19,22:11:39,Video,"86,719",85352,1367,1596920,https://www.instagram.com/p/BFnKE9ap8SY/,https://www.instagram.com/p/BFnKE9ap8SY/,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/13181294_239519896410852_921035259_n.jpg?ig_cache_key=MTI1NDAxNTM0MjUzNDQ0NDE4NA%3D%3D.2,,"Cardio booty🍑 Single leg side-to-side step 15reps, Step ups with weight 15reps, outer thigh with band (for da side booty👐🏻) 15reps. Repeat 3xs",,,,1.3
Amanda Lee,amandaeliselee,3651892,2016-05-14 14:05:07 EDT,2016-05-14,14:05:07,Photo,"198,930",194655,4275,0,https://www.instagram.com/p/BFZabIfp8WL/,https://www.instagram.com/p/BFZabIfp8WL/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13108533_960160690764770_2043573697_n.jpg?_nc_cat=106&_nc_ohc=AwP_1UIR9UsAX-jYF7C&_nc_ht=scontent.xx&oh=a363b939f223ac97700df1df4e13b6b3&oe=5E86118E,,"For those of you who don't know, I was recently unable to workout and completely sedentary/bedridden for almost 3 months due to a back injury😩. During that time I gained weight, lost a lot of muscle and watched pretty much everything on Netflix😂. I did my best to keep posting on IG but my confidence/self image was low and I was pretty depressed😰. In the last month I have finally been able to get back to the gym. Although I’m still not as strong/fit as I was before, I have seen progress. I’m back to my original weight, and working on building back my muscle tone! TAG A FRIEND WHO NEEDS SOME MOTIVATION TO GET BACK IN SHAPE! 💪💗",,,,-1.15
Amanda Lee,amandaeliselee,3530071,2016-04-27 11:57:19 EDT,2016-04-27,11:57:19,Photo,"183,736",179299,4437,0,https://www.instagram.com/p/BEtaSH3p8bI/,https://www.instagram.com/p/BEtaSH3p8bI/,https://scontent.xx.fbcdn.net/v/t51.2885-15/13117796_1710302662567660_1552564808_n.jpg?_nc_cat=111&_nc_ohc=NHawzAOsQLcAX-7N8I9&_nc_ht=scontent.xx&oh=b45749b5e9c12a53b84ec98200e84654&oe=5E8A8F09,,Bikini from @chooksla ❤️,,,,-1.24
Amanda Lee,amandaeliselee,3490822,2016-04-22 20:58:14 EDT,2016-04-22,20:58:14,Video,"60,129",59398,731,966451,https://www.instagram.com/p/BEhgNi6J8Vn/,https://www.instagram.com/p/BEhgNi6J8Vn/,https://scontent.cdninstagram.com/t51.2885-15/e15/12976520_1051451898281904_892635869_n.jpg?ig_cache_key=MTIzNDQwOTQ0MTIwMDY4NjQzOQ%3D%3D.2,,"Stability ball abs/waist circuit⏳Plank raise 15reps, side plank knee crunch 15reps, leg raise with ball twist 30secs. Repeat 3xs",,,,-1.11
Amanda Lee,amandaeliselee,3435154,2016-04-13 17:31:07 EDT,2016-04-13,17:31:07,Photo,"189,742",186104,3638,0,https://www.instagram.com/p/BEJ9WzGp8fV/,https://www.instagram.com/p/BEJ9WzGp8fV/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12905244_1704082053184315_1328870666_n.jpg?_nc_cat=101&_nc_ohc=aGrvKJoN4zIAX-vYDO8&_nc_ht=scontent.xx&oh=884623b9e33f31575b4b5d1c602d298f&oe=5E885DDD,,"Wearing @fashionnova 
Discount code AMANDAFIT 😘",,,,-1.2
Amanda Lee,amandaeliselee,3378169,2016-04-05 15:12:19 EDT,2016-04-05,15:12:19,Photo,"132,019",129924,2095,0,https://www.instagram.com/p/BD1HHF0p8XC/,https://www.instagram.com/p/BD1HHF0p8XC/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12940211_1093504534043774_1768938670_n.jpg?_nc_cat=111&_nc_ohc=mgZOqTjoXDsAX_WxKKG&_nc_ht=scontent.xx&oh=c8a5490d1394e56b8fdef8a6a616d65b&oe=5E8719AD,,Thank you @adidasoriginals💙,,,,-1.73
Amanda Lee,amandaeliselee,3324157,2016-03-27 17:06:08 EDT,2016-03-27,17:06:08,Video,"79,068",76687,2381,1326466,https://www.instagram.com/p/BDeI-45p8Vw/,https://www.instagram.com/p/BDeI-45p8Vw/,https://scontent.cdninstagram.com/t51.2885-15/e15/12599441_1721025084810511_544804085_n.jpg?ig_cache_key=MTIxNTQ0ODQ1NTUxMzA5NzU4NA%3D%3D.2,,"3 in 1 booty killer 🍑🍑 Squat/back lunge/leg lift combo works booty, thighs, & legs. Do 10 reps per leg, repeat 3xs",,,,1.19
Amanda Lee,amandaeliselee,2947878,2016-02-11 19:13:45 EST,2016-02-11,19:13:45,Photo,0,0,0,0,https://www.instagram.com/p/BBqmrp0p8dq/,https://www.instagram.com/p/BBqmrp0p8dq/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12628036_1675482499384682_1124276074_n.jpg?_nc_cat=104&_nc_ohc=i28mTi1cqrUAX_w8zgY&_nc_ht=scontent.xx&oh=a0f81d9945b8bb8173153b62d69a6dd7&oe=5E733086,,,,,,"-457,226"
Amanda Lee,amandaeliselee,2916794,2016-02-07 13:48:54 EST,2016-02-07,13:48:54,Photo,1,1,0,0,https://www.instagram.com/p/BBfuU0zJ8Wr/,https://www.instagram.com/p/BBfuU0zJ8Wr/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12716641_1117755018236037_115450224_n.jpg?_nc_cat=111&_nc_ohc=KWMy5jfP_n0AX-JJC43&_nc_ht=scontent.xx&oh=6618154d427e2bff820a1416f67dae79&oe=5E8A6145,,,,,,"-228,613"
Amanda Lee,amandaeliselee,2916794,2016-02-07 13:35:46 EST,2016-02-07,13:35:46,Photo,0,0,0,0,https://www.instagram.com/p/BBfs0s8p8TB/,https://www.instagram.com/p/BBfs0s8p8TB/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12558701_1023600634363458_1002994540_n.jpg?_nc_cat=107&_nc_ohc=gokyZKLOtjcAX_x-LKW&_nc_ht=scontent.xx&oh=097de79e50344e9b0d2ee48ea10d97c6&oe=5E8B1087,,,,,,"-457,226"
Amanda Lee,amandaeliselee,2909193,2016-02-06 15:18:57 EST,2016-02-06,15:18:57,Photo,0,0,0,0,https://www.instagram.com/p/BBdT1kRp8RM/,https://www.instagram.com/p/BBdT1kRp8RM/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12568841_1202658896429596_839228539_n.jpg?_nc_cat=106&_nc_ohc=A6jO-WVDAWMAX9VcNJ0&_nc_ht=scontent.xx&oh=a7f3a11809bcf63f252bd46f324e8e31&oe=5E774A14,,,,,,"-457,226"
Amanda Lee,amandaeliselee,2883696,2016-02-05 02:13:38 EST,2016-02-05,02:13:38,Photo,0,0,0,0,https://www.instagram.com/p/BBZVK1FJ8ZZ/,https://www.instagram.com/p/BBZVK1FJ8ZZ/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12523753_171920363180322_499339800_n.jpg?_nc_cat=101&_nc_ohc=TCeJwKDHOLQAX-P7GI-&_nc_ht=scontent.xx&oh=31f004c6178bf47c9847eb7aaa94c8e0&oe=5E85CDDE,,,,,,"-457,226"
Amanda Lee,amandaeliselee,2883696,2016-02-04 18:33:23 EST,2016-02-04,18:33:23,Photo,2,2,0,0,https://www.instagram.com/p/BBYgf6FJ8al/,https://www.instagram.com/p/BBYgf6FJ8al/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12558311_1519047985092602_1083939496_n.jpg?_nc_cat=108&_nc_ohc=n4xK5lg3I8QAX-cfE7I&_nc_ht=scontent.xx&oh=3ae916c4224503fa09c21601292c6fdb&oe=5E860408,,,,,,"-114,306.5"
Amanda Lee,amandaeliselee,2857639,2016-02-02 16:10:11 EST,2016-02-02,16:10:11,Photo,1,1,0,0,https://www.instagram.com/p/BBTGhVOp8UK/,https://www.instagram.com/p/BBTGhVOp8UK/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12627846_829234953854280_731108757_n.jpg?_nc_cat=110&_nc_ohc=vJSp5qWrU_EAX_DlcE9&_nc_ht=scontent.xx&oh=9dcfd7835063285d430a9ba6cfae7f63&oe=5E869416,,,,,,"-228,613"
Amanda Lee,amandaeliselee,2771440,2016-01-26 19:07:28 EST,2016-01-26,19:07:28,Photo,"171,236",166842,4394,0,https://www.instagram.com/p/BBBZPmtJ8QG/,https://www.instagram.com/p/BBBZPmtJ8QG/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12501939_1524811097813206_1419513201_n.jpg?_nc_cat=101&_nc_ohc=wJuEDtIDnSAAX-qI0gM&_nc_ht=scontent.xx&oh=61567f19732da376dd8325f81f135fa8&oe=5E779E67,,🌹,,,,-1.34
Amanda Lee,amandaeliselee,2664872,2016-01-17 14:53:32 EST,2016-01-17,14:53:32,Photo,"136,885",133595,3290,0,https://www.instagram.com/p/BApxB4-p8a_/,https://www.instagram.com/p/BApxB4-p8a_/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12547185_1561951150763697_1726279909_n.jpg?_nc_cat=110&_nc_ohc=VM46cYWhHaMAX8lvBWB&_nc_ht=scontent.xx&oh=cc140926060a8e24e66834f5a435db84&oe=5E763550,,,,,,-1.67
Amanda Lee,amandaeliselee,2573137,2016-01-12 14:48:38 EST,2016-01-12,14:48:38,Photo,"171,062",164667,6395,0,https://www.instagram.com/p/BAc4frnJ8WV/,https://www.instagram.com/p/BAc4frnJ8WV/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12407207_1027988597239488_1339828973_n.jpg?_nc_cat=111&_nc_ohc=PU7oJp5X4goAX9Np5Ym&_nc_ht=scontent.xx&oh=a0f98bc8910a0317ded875abe9d17eb3&oe=5E74FA6C,,🍊🌊 @dreamstatelive,,,,-1.34
Amanda Lee,amandaeliselee,2521615,2016-01-09 19:02:29 EST,2016-01-09,19:02:29,Photo,"165,183",162416,2767,0,https://www.instagram.com/p/BAVnKOMp8Wn/,https://www.instagram.com/p/BAVnKOMp8Wn/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12407385_1550005375290517_11458522_n.jpg?_nc_cat=111&_nc_ohc=SdKxkG_Z4EYAX9d1U5Z&_nc_ht=scontent.xx&oh=3c591c9c0243e58cfc644dde718b9259&oe=5E859E71,,🌺,,,,-1.38
Amanda Lee,amandaeliselee,2494654,2016-01-07 13:48:59 EST,2016-01-07,13:48:59,Photo,"122,892",120842,2050,0,https://www.instagram.com/p/BAP5sXbJ8Q-/,https://www.instagram.com/p/BAP5sXbJ8Q-/,https://scontent.xx.fbcdn.net/v/t51.2885-15/10616475_513386852170023_302627370_n.jpg?_nc_cat=106&_nc_ohc=0EN4GLt9JXQAX96ufZt&_nc_ht=scontent.xx&oh=60eeb745b4348a819a6775ae8ea71997&oe=5E8A3103,,🇲🇽 @dreamstatelive,,,,-1.86
Amanda Lee,amandaeliselee,2481649,2016-01-06 17:16:21 EST,2016-01-06,17:16:21,Video,"60,710",59631,1079,782441,https://www.instagram.com/p/BANsoSZJ8SP/,https://www.instagram.com/p/BANsoSZJ8SP/,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/1209646_450340648496947_1976849577_n.jpg,,"Abs and waist circuit. Hundreds (100 pulses), single leg plank (20 leg lifts on each side), flutter kicks (30reps). Repeat 3xs
Have my @ehplabs #oxyshred with me as always🙏🏻I take 2 scoops before my workout for an energy boost and to help burn fat. It's the best! Use my code amanda10 for a discount ehplabs.com😊",,,,-1.1
Amanda Lee,amandaeliselee,2363751,2015-12-28 15:38:35 EST,2015-12-28,15:38:35,Photo,"76,478",75969,509,0,https://www.instagram.com/p/_2WSWtp8aH/,https://www.instagram.com/p/_2WSWtp8aH/,https://scontent.xx.fbcdn.net/v/t51.2885-15/1170069_511979985649233_262592107_n.jpg?_nc_cat=101&_nc_ohc=LivYf28edBoAX-QxuTn&_nc_ht=scontent.xx&oh=03e49ca7935f36f12d46b5faba3554a2&oe=5E73690A,,#amandaleeworkoutplanscomingsoon 😉,,,,-2.99
Amanda Lee,amandaeliselee,2297252,2015-12-23 17:41:48 EST,2015-12-23,17:41:48,Photo,"198,944",191384,7560,0,https://www.instagram.com/p/_psackJ8UA/,https://www.instagram.com/p/_psackJ8UA/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12338947_572067022944146_2093334892_n.jpg?_nc_cat=100&_nc_ohc=UulT6XdFrWEAX-STCrO&_nc_ht=scontent.xx&oh=51f14a697df62e6fe3250dbab1693214&oe=5E860B31,,🍥,,,,-1.15
Amanda Lee,amandaeliselee,2254274,2015-12-20 16:04:51 EST,2015-12-20,16:04:51,Photo,"122,573",120445,2128,0,https://www.instagram.com/p/_hy7yUJ8W9/,https://www.instagram.com/p/_hy7yUJ8W9/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12356307_501795963328626_2106384719_n.jpg?_nc_cat=111&_nc_ohc=Q29JfoESVI0AX-RGu0u&_nc_ht=scontent.xx&oh=6f21ecc62d0d26172025f7a89d3da423&oe=5E867A99,,,,,,-1.87
Amanda Lee,amandaeliselee,2200889,2015-12-16 19:30:59 EST,2015-12-16,19:30:59,Photo,"142,972",140315,2657,0,https://www.instagram.com/p/_X3V-lp8fa/,https://www.instagram.com/p/_X3V-lp8fa/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12338955_1682037082057118_1928655126_n.jpg?_nc_cat=108&_nc_ohc=jOtpiPgBVXcAX_jEoNc&_nc_ht=scontent.xx&oh=1a1a8061d50559ebda97641019d858b3&oe=5E88F8F8,,Breathing dreams like air ☁️☁️ @dreamstatelive,,,,-1.6
Amanda Lee,amandaeliselee,2088983,2015-12-06 16:09:37 EST,2015-12-06,16:09:37,Photo,"163,816",159201,4615,0,https://www.instagram.com/p/-9wWX_J8fe/,https://www.instagram.com/p/-9wWX_J8fe/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12338662_127064814328528_17905561_n.jpg?_nc_cat=108&_nc_ohc=mMilLwl4OzAAX8lSnyP&_nc_ht=scontent.xx&oh=bab633ce29358ff13d88179c52bf5a09&oe=5E895115,,🍦,,,,-1.4
Amanda Lee,amandaeliselee,2056729,2015-12-03 21:57:19 EST,2015-12-03,21:57:19,Video,"89,383",86107,3276,1483562,https://www.instagram.com/p/-2pwW9J8ZR/,https://www.instagram.com/p/-2pwW9J8ZR/,https://scontent.cdninstagram.com/hphotos-xfp1/t51.2885-15/e15/12292610_574830899337595_107876362_n.jpg,,"Booty cable workout. Cable donkey kicks 15reps, cable side leg raise 15reps, cable side lunge 10-12reps. Repeat 3xs.
Drinking @ehplabs BCAAs for fast muscle hydration and recovery. Use my code AMANDA10 for a discount 🤗🤗",,,,1.34
Amanda Lee,amandaeliselee,1943562,2015-11-23 17:50:52 EST,2015-11-23,17:50:52,Video,"82,555",79560,2995,1524096,https://instagram.com/p/-cdmpRJ8T_/,https://instagram.com/p/-cdmpRJ8T_/,https://scontent.cdninstagram.com/hphotos-xpa1/t51.2885-15/e15/12269867_1058731980845462_1029567943_n.jpg,,"Pre-thanksgiving booty workout! Plié/squat combo (rotate feet in and out to target booty AND inner thighs) 12-15reps, squat/deadlift 12-15 reps, alternating bridge kicks 20reps. 
Post workout drink: @ehplabs #oxywhey protein in my favorite strawberry🍓🍓 Use code AMANDA10 for 10%off ehplabs.com  #shoutouttomymomstretching 🙌🏻😂",,,,1.24
Amanda Lee,amandaeliselee,1904117,2015-11-20 16:30:21 EST,2015-11-20,16:30:21,Photo,"139,117",136027,3090,0,https://www.instagram.com/p/-UmARmJ8Zm/,https://www.instagram.com/p/-UmARmJ8Zm/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12256775_1650807945177568_970348513_n.jpg?_nc_cat=102&_nc_ohc=CDf9nMnrgLYAX-AUIq1&_nc_ht=scontent.xx&oh=5322b94def0418f08b84f42161ccc448&oe=5E7806C4,,🏋🏼,,,,-1.64
Amanda Lee,amandaeliselee,N/A,2015-11-19 12:06:13 EST,2015-11-19,12:06:13,Photo,"115,554",113160,2394,0,https://www.instagram.com/p/-Ri-1fp8QS/,https://www.instagram.com/p/-Ri-1fp8QS/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12276737_527105130800360_477339006_n.jpg?_nc_cat=109&_nc_ohc=yrrHZo8bQYcAX84SumN&_nc_ht=scontent.xx&oh=1c36e27b1507c4f85350cdfdb91b4211&oe=5E744483,,How much can you bench? 📸: @dreamstatelive #tbt,,,,-1.98
Amanda Lee,amandaeliselee,N/A,2015-11-16 11:44:18 EST,2015-11-16,11:44:18,Photo,"145,437",141379,4058,0,https://www.instagram.com/p/-JyFouJ8S3/,https://www.instagram.com/p/-JyFouJ8S3/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12224168_888307401260442_1936717974_n.jpg?_nc_cat=111&_nc_ohc=M55pNvKNh-8AX93UJYA&_nc_ht=scontent.xx&oh=c18437f8d2dd311275167a7474ab7da8&oe=5E858B1E,,That one pair of jeans,,,,-1.57
Amanda Lee,amandaeliselee,N/A,2015-10-27 13:39:25 EDT,2015-10-27,13:39:25,Video,"78,173",74044,4129,0,https://instagram.com/p/9WYf4Sp8XH/,https://instagram.com/p/9WYf4Sp8XH/,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/e15/12142060_118853221808024_1518775390_n.jpg,,"My favorite lower body workout on the Smith machine💪🏻 Weighted donkey kick 15reps, kneeling squat 15reps, leg press 10reps, smith squat 10reps. Repeat 3xs 
Getting fast muscle hydration with my @ehplabs BCAAs. All of their supplements are the best 💯💯 Use code amanda10 for 10% off ehplabs.com",,,,1.17
Amanda Lee,amandaeliselee,N/A,2015-10-25 14:31:57 EDT,2015-10-25,14:31:57,Photo,"92,150",90779,1371,0,https://www.instagram.com/p/9RU622J8Xe/,https://www.instagram.com/p/9RU622J8Xe/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12142063_985999178122940_1741859766_n.jpg?_nc_cat=107&_nc_ohc=tuaTmBXA-CYAX-HFR9C&_nc_ht=scontent.xx&oh=b38374afe972d78dd5dad1a4c9a08e52&oe=5E8CA89A,,👽,,,,-2.48
Amanda Lee,amandaeliselee,N/A,2015-10-20 17:24:46 EDT,2015-10-20,17:24:46,Photo,"23,560",23072,488,0,https://www.instagram.com/p/9EwuLvp8Wg/,https://www.instagram.com/p/9EwuLvp8Wg/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12132683_1687833431432069_572157744_n.jpg?_nc_cat=108&_nc_ohc=JDUN-YFMrAAAX9qWxkR&_nc_ht=scontent.xx&oh=8dd0489c0223e01aa326d2aa151423a1&oe=5E89D172,,"Wow what a dream come true to be featured in @cosmopolitan💛😃💫 Check out my article, link in bio ⚡️",,,,-9.7
Amanda Lee,amandaeliselee,N/A,2015-10-11 20:38:57 EDT,2015-10-11,20:38:57,Video,"63,655",60683,2972,0,https://instagram.com/p/8t7ymJp8eE/,https://instagram.com/p/8t7ymJp8eE/,https://scontent.cdninstagram.com/hphotos-xap1/t51.2885-15/e15/12093713_838350002952879_553125410_n.jpg,,"Cardio squats💪🏻 Add jumping jacks in between this circuit to build your booty and get your heart rate up at the same time. Side to side squat pulse 30reps, side to side squat on step 30reps, squat pulse with step jump 20reps. 50 jumping jacks. Repeat 3xs.
Always sipping my @ehplabs supplements to increase endurance and give me energy for my workouts 🙌🏻 Use code amanda10 for 10% off at ehplabs.com",,,,-1.05
Amanda Lee,amandaeliselee,N/A,2015-10-05 12:12:52 EDT,2015-10-05,12:12:52,Photo,"105,931",102614,3317,0,https://www.instagram.com/p/8dlGrtJ8Tb/,https://www.instagram.com/p/8dlGrtJ8Tb/,https://scontent.xx.fbcdn.net/v/t51.2885-15/12135363_186163385051513_1481600705_n.jpg?_nc_cat=107&_nc_ohc=vTv1me_TB7YAX8zhi32&_nc_ht=scontent.xx&oh=c664c61a18f6d6562137f32a9ade36b9&oe=5E76E1E0,,🏄🏼🏄🏼🏄🏼 @dreamstatelive,,,,-2.16
Amanda Lee,amandaeliselee,N/A,2015-10-03 15:12:14 EDT,2015-10-03,15:12:14,Photo,"124,676",121046,3630,0,https://www.instagram.com/p/8YwCrPp8ed/,https://www.instagram.com/p/8YwCrPp8ed/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11348258_835016029949577_1882508505_n.jpg?_nc_cat=103&_nc_ohc=K9VqEFLrtIMAX9Y5iSo&_nc_ht=scontent.xx&oh=39d4f37306b6138545fedbcd7c2b5670&oe=5E779D8B,,,,,,-1.83
Amanda Lee,amandaeliselee,N/A,2015-09-26 20:24:10 EDT,2015-09-26,20:24:10,Photo,"89,779",88497,1282,0,https://www.instagram.com/p/8HSLNvp8em/,https://www.instagram.com/p/8HSLNvp8em/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11420812_1145066202188768_617836151_n.jpg?_nc_cat=103&_nc_ohc=uvzp1btEzYgAX_6dQzl&_nc_ht=scontent.xx&oh=37b9958deeffc186202127edc041561b&oe=5E8C14AA,,Hey,,,,-2.55
Amanda Lee,amandaeliselee,N/A,2015-09-24 21:54:05 EDT,2015-09-24,21:54:05,Video,"72,918",70955,1963,0,https://instagram.com/p/8CS4Dhp8Zi/,https://instagram.com/p/8CS4Dhp8Zi/,https://scontent.cdninstagram.com/hphotos-xtp1/t51.2885-15/e15/11887133_538414122978158_858778846_n.jpg,,"Plank with leg raise on stability ball (works core and booty!)15 reps per leg, low frog jumps 20reps, side lunge in place w weight 15reps. Repeat 3xs 
Drinking @ehplabs BCAA's to stay hydrated and increase endurance. All @ehplabs 's supplements are amazing, use code amanda10 for 10%off ehplabs.com 💪🏻",,,,1.1
Amanda Lee,amandaeliselee,N/A,2015-09-18 14:18:20 EDT,2015-09-18,14:18:20,Photo,"90,334",88956,1378,0,https://www.instagram.com/p/7yB80Hp8VK/,https://www.instagram.com/p/7yB80Hp8VK/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11875550_1147723381911329_244936636_n.jpg?_nc_cat=100&_nc_ohc=Zg6qwpbqI_0AX-n67M_&_nc_ht=scontent.xx&oh=74c047aee4949b4ffb0650bd1f61fe06&oe=5E8AD161,,Grab my hand and baby we'll live a hell of a life 💕 @dreamstatelive,,,,-2.53
Amanda Lee,amandaeliselee,N/A,2015-09-14 16:50:33 EDT,2015-09-14,16:50:33,Photo,"90,808",89029,1779,0,https://www.instagram.com/p/7oAMIoJ8en/,https://www.instagram.com/p/7oAMIoJ8en/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11910128_533981010091192_1261982525_n.jpg?_nc_cat=101&_nc_ohc=J2AUT08jvPsAX-5QMNN&_nc_ht=scontent.xx&oh=9412140a67a63b4dddfb28a53194a198&oe=5E8C4D5F,,,,,,-2.52
Amanda Lee,amandaeliselee,N/A,2015-09-11 16:43:52 EDT,2015-09-11,16:43:52,Photo,"112,740",110638,2102,0,https://www.instagram.com/p/7gRChfp8Tt/,https://www.instagram.com/p/7gRChfp8Tt/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11849052_1496327610678008_944695437_n.jpg?_nc_cat=105&_nc_ohc=Y81ppQSi4lgAX-IiEkV&_nc_ht=scontent.xx&oh=1e14931818c2cbde23f881050b78509b&oe=5E8A1A02,,Little white dress✨ @dreamstatelive,,,,-2.03
Amanda Lee,amandaeliselee,N/A,2015-09-09 19:10:01 EDT,2015-09-09,19:10:01,Photo,"92,084",90736,1348,0,https://www.instagram.com/p/7bYLN_J8TZ/,https://www.instagram.com/p/7bYLN_J8TZ/,https://scontent.xx.fbcdn.net/v/t51.2885-15/11821946_162918710712708_424161655_n.jpg?_nc_cat=107&_nc_ohc=CBCelxfDvjgAX8tt017&_nc_ht=scontent.xx&oh=fcb720a5ce2309b9281e9a64b0836ed7&oe=5E771893,,Stay laced in the best 💎,,,,-2.48
Amanda Lee,amandaeliselee,N/A,2015-09-07 19:29:37 EDT,2015-09-07,19:29:37,Video,"55,696",53600,2096,0,https://instagram.com/p/7WQ1B-J8dH/,https://instagram.com/p/7WQ1B-J8dH/,https://scontent.cdninstagram.com/hphotos-xpf1/t51.2885-15/e15/11950655_1659155550997363_1387153762_n.jpg,,"Total body toning circuit you can do at home👌🏻 Squat hold with ball raise 20reps, squat with ball press 20reps, squat burpee with ball raise 10reps. Works booty, abs, shoulders. Post workout drink: @ehplabs oxywhey protein in chocolate. Use code amanda10 for 10%off ehplabs.com",,,,-1.2
